	hemoglobin	name	weight	smoker	erytrocyty	alt	er-cv	etytr	alp	hbver	ast	hematokrit	leukocyty	indicator	trombocyty	ssn	relationship
2648	6.76255	Brittany Roy	24.92976	no	8.20028	8.20323	44.43311	4.03691	85.71226	10.14732	64.74660	7.58294	7.22790	1.00000	9.16206	640-67-1937	separated
2649	6.77033	Alyssa Bennett	-36.74696	no	6.92334	2.96557	63.29641	5.42568	84.36275	7.75881	41.26348	5.72769	7.81119	1.00000	8.08053	858-12-2723	married
2650	5.86764	Kevin Rollins	63.17127	no	7.64905	5.87114	44.97633	5.99651	82.34523	7.19720	39.24205	8.12277	6.61203	1.00000	8.04143	833-93-1678	married
2651	5.95842	Elizabeth King	56.12135	no	7.41264	6.13125	63.57157	6.75175	84.36250	5.58053	52.85724	7.03790	6.79775	1.00000	5.08177	665-75-7402	married
2652	4.85439	Christopher Salazar	27.32201	no	7.91978	7.11635	53.20165	6.14806	51.28752	5.67514	35.83179	7.20250	9.33024	0.00000	6.39511	710-87-3486	divoced
2653	5.80666	Lee Kane	75.50462	yes	6.60612	3.12665	31.22275	6.92256	79.75739	8.90949	57.95360	6.15112	8.04350	0.00000	6.05824	234-63-1828	divoced
2654	8.70632	Heidi Jones	60.12318	yes	8.19648	7.81737	59.73353	5.91948	22.90370	5.51375	44.04665	7.44947	7.55916	0.00000	6.42762	718-69-9090	widowed
2655	6.77381	Jeremy Pratt	22.36343	no	8.05506	6.89928	64.18301	4.73878	75.31372	6.83451	44.40244	7.68392	6.19439	1.00000	5.24099	281-57-1125	divoced
2656	5.08243	Nicole Powell	31.40541	yes	5.75145	4.53869	55.97710	6.17076	57.93520	5.63994	77.36827	8.58510	6.50093	1.00000	6.32194	250-32-5648	widowed
2657	9.44770	Cheyenne Wilson	96.66468	Y	5.75920	1.28354	63.93838	7.49030	7.38913	6.32709	70.87473	7.31201	7.23598	0.00000	5.97741	804-15-0301	divoced
2658	6.93235	Wendy Powell	75.42091	no	4.86910	1.92151	35.28062	5.42110	80.49804	6.13855	54.20885	7.17815	8.15581	1.00000	5.75440	432-81-2389	separated
2659	7.34686	Jennifer Harrell	55.05859	yes	6.15958	3.43192	59.52219	4.57766	73.24395	6.00473	50.59699	7.98767	7.52064	0.00000	5.29391	896-71-7548	widowed
2660	10.93448	Seth Freeman	137.51782	no	6.22629	4.55640	42.48241	8.15432	43.89558	3.94343	42.10916	8.24007	8.79369	0.00000	5.02517	013-40-3369	divoced
2661	4.46530	Jennifer Walter	75.48917	no	8.21078	7.55812	53.21170	7.09134	43.29556	7.84741	66.01330	6.20577	5.92240	1.00000	8.23201	693-20-0590	separated
2662	7.46227	Joseph West	75.09623	Y	4.94743	1.82074	46.36829	5.05008	67.25801	5.97209	54.22574	6.41687	4.87134	1.00000	6.68022	183-09-7994	divoced
2663	5.57089	Stacy Watkins	71.58554	yes	7.00613	4.82470	67.26067	5.90807	71.17760	6.57103	32.02304	6.52503	7.76181	1.00000	4.13716	623-05-5665	married
2664	4.85853	Anthony Johnson	83.34484	Y	7.46471	4.46601	42.76163	6.52037	50.37595	5.59904	61.80544	6.80221	7.44566	1.00000	5.72352	680-29-6742	married
2665	4.67153	Lisa Bradford	62.72855	no	7.34380	3.76830	76.07370	6.40636	41.86507	7.09147	54.10593	8.86345	6.46855	0.00000	8.85499	041-11-5552	divoced
2666	4.56122	Bradley Sanchez Jr.	123.52661	no	6.55536	3.34868	53.83722	7.18230	46.70439	8.10951	77.26659	6.70947	6.69263	1.00000	8.18748	858-41-4596	divoced
2667	10.17647	Kristen Torres	32.33956	Y	6.28433	3.20050	40.96098	5.78824	22.10789	5.32900	45.05776	7.73963	6.35645	0.00000	6.09012	393-22-1831	widowed
2668	6.62153	Marc Lambert	67.04851	no	6.76286	3.18057	33.81915	4.25639	81.84493	7.29614	52.27960	7.26909	6.31873	1.00000	4.83095	193-52-0968	single
2669	6.16053	Norma Williams	122.06430	no	6.73167	4.09349	62.16421	5.45857	88.19298	7.25072	67.00517	6.64868	6.89466	1.00000	2.78892	076-93-1349	married
2670	5.45427	Susan Walters	24.71432	yes	6.85279	3.18376	77.92648	6.74480	74.12430	5.05532	52.27235	7.12544	5.81155	1.00000	6.84669	547-19-1320	divoced
2671	5.88717	Jeffery Allen	58.54619	N	7.54051	4.34122	26.55147	5.17181	86.85360	9.72566	31.64708	8.63701	4.71206	1.00000	8.91298	343-97-8484	widowed
2672	4.58900	Joshua Dougherty	19.06413	no	6.82313	3.63661	61.98072	6.54389	44.72303	5.73749	47.56551	6.75240	5.27075	1.00000	5.55622	820-33-5207	separated
2673	3.46735	Jeff Simmons	57.59501	no	6.97698	3.10502	65.45864	6.23021	16.97868	7.09983	37.66095	6.68998	8.07931	1.00000	8.86385	080-91-2836	married
2674	3.98619	Courtney Crawford	89.80388	no	6.19251	2.54230	58.53392	7.00443	30.22033	5.52125	55.09626	7.09945	8.53267	1.00000	5.42707	793-57-8802	single
2675	4.76244	Jessica Johnson	31.87013	Y	7.07655	4.55267	62.53091	5.52710	47.05621	10.55897	46.71725	6.25718	6.82124	1.00000	9.32658	247-38-7958	married
2676	8.37437	Lawrence Carter	3.32516	no	8.77569	11.77527	22.20488	7.16478	29.79131	5.70151	43.98315	9.16670	6.90303	0.00000	6.25471	810-59-6749	separated
2677	5.98243	Desiree Simmons	71.75796	no	4.79120	2.03990	45.92903	7.30013	86.55286	7.61885	46.54744	7.70485	8.69536	0.00000	5.93105	781-61-1284	single
2678	7.57523	Cameron Carr	137.44230	no	5.79272	2.88988	48.34821	4.90780	57.36875	5.90127	77.31081	6.47156	6.96880	1.00000	7.25682	638-53-7869	married
2679	6.02644	Jeffrey Lee	83.02369	yes	6.44163	3.14548	53.59457	6.21862	80.49116	5.90039	40.51665	7.97504	8.10506	1.00000	5.17388	085-68-3713	widowed
2680	8.34991	Larry Graham	119.96742	no	7.36401	4.94347	11.71603	6.34423	29.82161	6.41185	63.08929	6.04662	5.36884	0.00000	5.96912	471-11-6989	married
2681	7.78447	Cathy Leonard	46.02481	Y	6.64087	2.17562	47.63476	5.37255	44.63709	5.77423	37.96491	6.77819	9.03109	0.00000	4.48242	034-12-6730	widowed
2682	5.87943	Duane Smith	114.00111	no	7.85644	6.72165	64.92574	6.44610	83.47721	9.90862	32.41341	7.03597	7.41596	1.00000	8.35618	277-51-1849	single
2683	6.65474	James Rodriguez	82.21086	Y	5.54414	1.98179	64.53297	8.40733	84.47852	5.82262	42.80124	6.27466	7.41865	0.00000	5.21139	189-91-5072	divoced
2684	6.87738	Christine Frazier	57.67697	yes	6.61719	3.46605	44.72623	7.02931	82.02962	8.35775	43.90456	7.42463	8.58384	1.00000	7.40513	125-48-5824	divoced
2685	7.08600	Denise Anderson	113.17978	no	6.93939	2.93366	56.85800	4.82089	83.34926	6.54380	25.70455	6.85334	7.01736	1.00000	5.85198	365-70-1469	divoced
2686	5.83984	Christopher Hood	53.99374	no	7.96947	5.64530	43.75780	5.59088	80.17986	6.04966	51.59155	8.49357	7.03835	1.00000	6.19418	889-35-1592	married
2687	5.77084	Rebecca Hunt	37.05318	yes	8.38217	10.83666	44.12821	7.64676	84.62494	9.84152	42.28767	6.39771	5.75388	1.00000	7.84105	145-67-2307	widowed
2688	6.75853	Danielle Allison	79.62182	yes	6.48890	3.09761	26.91974	5.36656	83.29636	6.27449	35.59359	7.49633	6.54986	1.00000	5.48441	601-43-5511	divoced
2689	6.60615	Nancy Torres	149.16937	Y	6.82219	4.04101	64.78084	5.17891	79.76021	9.07147	57.92324	7.76129		0.00000	3.56433	062-66-4785	married
2690	3.64713	Mr. David Gomez	37.61014	no	6.83598	4.37692	69.53327	5.31969	12.53590	10.71351	85.27884	3.93490	7.32784	1.00000	9.89358	662-47-3268	single
2691	6.88407	Jane Hartman	112.59384	Y	7.41757	4.10873	50.72901	5.69039	81.29483	6.30741	81.36412	8.58189	5.38682	1.00000	4.87155	204-02-2046	single
2692	7.67238	Alan Yoder	82.85708	no	5.54682	4.50077	58.27323	3.52672	58.78083	7.68165	67.27620	5.83569	7.17028	1.00000	4.79097	662-34-9932	single
2693	4.76244	Carlos Durham	50.91003	no	7.22980	5.58569	63.61314	5.07482	60.03215	9.75813	44.45157	6.26412	5.47131	1.00000	9.37541	625-49-8272	separated
2694	6.06606	Richard Tucker	127.57629	Y	8.87996	13.88390	29.83756	5.27548	81.73491	5.64178	42.73071	9.71640	7.35233	1.00000	7.76687	087-33-6017	single
2695	2.81624	Jason Vincent	24.14116	yes	6.04457	1.69224	58.52008	7.66221	12.98907	4.52299	66.11312	6.48948	8.53779	1.00000	7.50149	313-09-7906	married
2696	6.54174	Jennifer Mata	13.61186	no	4.89091	1.25741	47.13294	6.54896	84.27925	6.16271	41.89864	7.22864	5.77092	1.00000	7.35614	266-86-8579	single
2697	6.03801	Sharon Weber	53.59381	yes	8.06205	6.52355	45.24057	7.37438	77.21831	7.07547	40.95582	6.86784	6.84306	1.00000	7.33335	598-39-0467	separated
2698	6.57732	Lauren Conrad	52.99662	Y	7.41542	4.58169	44.79963	6.39570	80.95196	7.12242	62.43838	5.08146	6.62247	1.00000	7.60144	467-51-5967	widowed
2699	3.43154	Adam Harvey	123.32574	no	6.60018	2.79296	56.07949	7.52477	8.71476	5.03967	57.70055	6.74115	8.35573	1.00000	6.04948	081-94-0948	married
2700	7.95395	Nancy Flores	59.26746	Y	6.36998	2.02925	56.28865	4.56074	38.00167	6.48410	40.18312	6.53806	7.21783	1.00000	6.13905	358-02-0720	widowed
2701	9.29500	Jesus Nixon	19.75933	no	7.61599	4.76469	32.68028	3.97071	15.91595	7.12525	81.21919	6.82059	7.64872	1.00000	5.12072	820-32-7726	separated
2702	4.92592	Angel Lee	131.46392	no	6.83104	2.03269	48.84148	5.85618	51.12814	6.55949	57.10287	5.78818	6.98965	1.00000	4.42557	834-76-1293	single
2703	4.80376	Michelle Smith	57.90997	no	8.26403	7.13833	35.25792	6.69382	45.27668	5.37341		5.39521	5.72379	1.00000	6.07974	712-13-9793	widowed
2704	6.25043	Alexander Gallagher	73.86274	no	5.72438	1.62750	55.70118	4.38564	90.73278	6.99467	42.49572	8.91576	7.50460	1.00000	8.60118	797-25-0125	single
2705	4.66333	Sara Brown	47.36266	yes	7.06034	4.04419	41.58006	6.36423	43.63853	7.72668	42.08391	8.54558	7.15303	1.00000	8.45925	799-79-7081	married
2706	3.98110	Kelly White	63.01309	N	6.95520	3.15872	40.63054	6.26520	23.59641	8.58440	55.74641	7.41528	8.21662	1.00000	8.92210	877-33-5773	divoced
2707	5.76103	Lucas Buchanan	107.81671	no	4.88085	1.66712	38.48676	6.55605	81.60546	8.03432	67.37205	7.94965	6.40645	1.00000		568-19-0325	divoced
2708	5.82357	Charles Watkins	4.32046	no	6.76722	3.08946	37.49985	4.54817	83.44748	9.52477	85.84840	7.35897	7.74966	1.00000	9.17721	163-97-5502	married
2709	8.45536	Gary Steele	39.58463	yes	7.62069	5.93361	55.56727	4.40319	28.67102	4.95598	49.93838	6.98627	8.38797	0.00000	7.34745	062-97-8257	nop
2710	8.50193	Daniel Smith	79.60571	Y	6.97808	5.62701	58.11853	6.47807	24.11075	5.32898	53.45703	7.63655	7.69308	0.00000	4.71876	261-87-1838	married
2711	5.55590	Shelby Petersen	82.72326	no	7.66552	6.46131	68.77906	6.32125	76.75276	9.29092	48.95285	8.92816	7.12104	1.00000	8.41558	692-64-0342	married
2712	6.96735	Drew Deleon	70.23243	no	5.69990	2.27792	47.56893	5.62050	71.10456	5.89270	56.70896	6.06367	6.64239	1.00000	5.97036	209-44-4488	divoced
2713	5.90525	Eric Cantu	43.91175	Y	7.30641	5.10080	50.61946	4.74664	82.85692	10.48766	41.38418	7.83318	8.92998	1.00000	9.23054	533-07-4489	married
2714	5.03653	Steven Williams	42.63005	no	7.22870	4.00863	25.61194	6.46322	59.77762	5.58509	52.31520	5.80841	5.07505	1.00000	5.97656	603-37-8388	married
2715	4.67699	Adam Mcbride	74.73214	yes	6.39126	2.64171	59.09259	7.08063	51.41349	5.24719	70.16020	6.62974	6.49902	1.00000	5.86058	757-56-8906	single
2716	6.99862	Samantha Lawson	103.40682	Y	5.66977	2.78063	39.09232	5.55371	79.03559	9.18690	41.76543	6.56312	6.60692	1.00000	8.18724	006-91-8328	married
2717	6.50871	Amy Mccullough	108.36482	N	7.00066	3.29939	46.62126	8.63919	83.47250	7.72439	52.14971	6.91156	7.28858	0.00000	4.99968	361-10-6121	single
2718	8.23918	Robert Moore	119.86450	N	7.69560	5.16532	35.73971	5.46026	33.03061	6.30710	41.84394	9.08262	7.22698	1.00000	4.75531	489-47-9122	single
2719	7.24189	Clayton Stewart	49.61598	Y	7.36931	5.12189	42.49305	6.41638	66.37555	8.54630	61.60963	6.26918	5.59463	1.00000	7.58318	252-98-1176	married
2720	5.61064	Alyssa Nguyen	100.37291	no	6.32942	2.31679	66.44050	5.72171	79.02856	6.62478	61.50367	4.26531	6.47951	1.00000	4.27656	214-32-1622	single
2721	8.81722	Tony Salazar	47.65703	Y	7.57299	4.99072	60.30161	4.19671	16.62050	4.69289	33.52508	4.88323	4.85424	0.00000	5.24106	346-02-6459	married
2722	4.33166	Justin Hall	80.10473	no	7.86768	5.85279	35.60583	6.82198	32.78811	7.76583	49.45346	8.33064	7.15377	1.00000	8.38797	363-35-1660	divoced
2723	6.02768	Misty Jones	39.19995	no	5.61562	2.48761	58.50967	6.64583	78.74771	5.45359	63.63074	7.74318	6.01021	1.00000	5.60223	245-57-8377	married
2724	5.19597	Seth Garcia	95.20008	no	7.28663	3.22012	48.00363	6.04506	67.37253	7.06166	52.77538	7.82951	8.15374	1.00000	8.27594	094-09-4327	single
2725	5.01902	Kathryn Obrien	42.45884	no	6.73620	4.22238	53.49383	11.46833	61.57977	8.76718	43.93043	7.52619	7.45968	0.00000	7.01766	139-17-7779	divoced
2726	5.12720	Larry Macias	62.34427	Y	6.63998	2.52058	54.74140	5.67960	58.84132	6.09883	49.10455	7.88420	8.40679	1.00000	5.92898	363-53-5857	widowed
2727	4.83449	Meghan Smith	105.15655	yes	8.06126	7.72366	35.79213	7.92455	51.95714	8.47207	49.93826	8.50592	6.67157	0.00000	7.53767	299-14-8454	married
2728	7.98635	David Romero	137.37399	no	6.59725	3.89552	49.37935	4.65789	42.92927	7.14384	49.32683	5.70025	7.28344	1.00000	4.21243	844-23-4444	divoced
2729	8.03626	Dr. Zachary Moreno IV	110.66184	no	8.41218	8.91397	49.14134	4.43589	39.25079	6.15502	49.17718	7.54472	6.72907	0.00000	5.20346	387-11-3253	nop
2730	6.81821	Christina Roberson	51.24280	no	6.33319	4.07192	46.45762	5.30114	77.55256	6.10168	22.84377	7.03905	8.10522	1.00000	6.31941	075-73-0487	nop
2731	2.74748	Erin Lee	54.04754	no	9.23149	18.47577	53.35081	7.57666	15.66371	4.76765	61.94103	6.78340	6.53510	1.00000	6.90705	183-48-9037	widowed
2732	10.02233	Aaron Gibson	113.88109	no	7.31447	5.18412	55.31928	7.14791	17.86879	3.92836	47.01699	7.34259	7.84873	0.00000	7.62745	158-08-0265	married
2733	6.29304	Kevin Bernard	69.21958	no	6.77608	3.45174	43.31442	5.84519	86.88649	5.70440	72.89510	6.25699	7.58642	1.00000	6.32066	541-02-3606	single
2734	7.09033	Nicole Thomas	98.15875	Y	6.88141	3.06100	57.98353	5.74600	71.86359	7.12493	45.69353	7.81952	4.87470	0.00000	5.84006	465-46-8074	single
2735	5.43666	Rachel Harrell	0.09676	no	6.45939	4.08809	52.73172	6.39067	69.90734	5.39467	48.16842	7.25323	6.12939	1.00000	6.44941	659-67-7395	single
2736	7.54456	Frank Frank	66.35230	no	7.15260	3.16506	51.70569	4.38516	58.22596	6.95899	42.65515	6.94404	8.68859	1.00000	5.34691	154-49-5975	married
2737	6.49440	Victoria Fleming	78.92318	no	7.02392	3.14475	41.42679	5.58574	80.25292	8.22434	67.74171	6.87357	6.59331	0.00000	8.19474	120-44-5322	separated
2738	7.34813	Nicholas Reyes	73.83512	no	7.39665	5.14157	49.98536	5.01552	67.24145	6.92939	44.13323	5.54155	9.06796	1.00000	7.87173	341-46-3468	divoced
2739	4.15728	Bradley Weaver	39.80238	no	6.76347	5.08076	62.64148	7.31446	25.89427	4.88385	55.08466	6.03677	5.67156	1.00000	6.53326	086-94-2491	divoced
2740	5.89380	Mr. David Gomez	16.85353	no	6.04077	2.71416	37.29209	5.73680	82.81316	7.64853	63.53447	8.37095	8.26648	1.00000	8.25024	662-47-3268	married
2741	5.38764	Christopher Sanchez	152.98871	yes	6.70554	3.34760	57.09710	7.25617	69.80327	6.30983	27.10868	5.22947	6.56106	1.00000	7.50670	551-16-5595	divoced
2742	10.17798	Travis Davis	46.49757	no	7.40326	5.32610	45.81149	9.43649	16.27723	4.62102	45.04802	5.44508	8.04308	0.00000	5.97202	502-30-5572	single
2743	7.85737	Scott Holmes	96.62259	Y	4.63940	1.16823	61.37426	5.63689	48.96157	4.65343	33.04286	5.29879	6.33440	0.00000	6.04498	361-66-0245	married
2744	5.83890	John Ford	68.84212	no	8.21591	8.24593	42.07293	6.07421	86.57203	6.71733	72.01317	7.17565	6.70442	1.00000	7.94681	258-83-2663	widowed
2745	7.14089	Angela West	70.56143	no	9.23961	19.52914	65.13187	6.09743	73.89243	9.37161	67.20535	8.15358	7.61791	1.00000	7.91276	236-83-9222	single
2746	7.20170	Carlos Jensen	-0.15459	Y	6.43164	3.25861	75.77491	5.52813	68.02110	6.56134	58.60874	7.17256	6.39842	1.00000	7.63487	523-35-2569	single
2747	7.06827	Peter Curry	90.79242	yes	7.81332	5.50169	50.54460	7.43733	76.05457	7.23353	62.95158	6.49752	6.30442	0.00000	6.00002	519-07-0586	widowed
2748	6.62081	Rachael Christensen DDS	2.19979	Y	6.50672	4.16516	58.31212	4.66654	86.91077	11.16584	55.83685	7.31393	8.89360	1.00000	9.10769	291-83-0959	married
2749	6.32280	Sally Gillespie	49.77270	no	7.29973	5.06838	49.84097	5.85161	86.17110	5.93287	59.43315	7.11091	7.58675	1.00000	5.71770	272-51-9529	married
2750	5.32496	Julie Parrish	114.13950	yes	7.29142	3.54525	72.45355	4.31873	70.94208	12.03043	49.18721	7.87772	7.64786	1.00000	9.92948	224-32-9655	married
2751	6.18180	Anthony Dillon	36.34673	no	6.27752	3.01384	51.31964	6.79711	85.23795	6.36483	60.36316	6.93388	8.10969	1.00000	7.41568	877-39-0855	married
2752	9.95194	Crystal Manning	88.22133	no	7.79898	5.07375	40.82051	4.64649	15.98344	3.86267	46.54759	6.99385	6.91353	0.00000	7.00932	192-25-4720	nop
2753	9.95115	Jocelyn Brown	84.48408	Y	7.32638	6.02745	28.60378	8.42833	15.47583	5.53273	60.83308	6.86260	6.27205	0.00000	6.79246	543-49-2966	married
2754	5.38435	Leslie Kerr	63.05814	no	5.25019	2.15769	58.51266	8.59932	75.22184	8.48728	52.54752	5.47916	7.34706	0.00000	6.60414	286-66-5861	single
2755	8.21750	Michael Lopez	150.33926	yes	8.46628	10.82272	47.37642	6.93471	33.71687	4.09800	30.91456	5.73472	7.28467	1.00000	6.13328	832-41-9005	nop
2756	3.87088	Nicholas Johnson	86.47266	no	8.21398	6.97641	40.96871	7.47135	21.83657	5.03402	56.03269	8.22438	5.55013	1.00000	5.98971	830-06-9713	divoced
2757	8.08246	Gary Rowland	17.26390	no	7.86821	6.80436	66.47219	4.66918	37.97804	7.25569	39.07402	7.45718	7.59549	1.00000	3.62970	024-16-0756	married
2758	3.67973	Ryan Barrett	14.36482	no	7.05845	5.29093	41.18762	6.44966	15.07535	5.14954	44.02963	8.09796	7.51103	1.00000	8.31956	765-93-1440	nop
2759	4.97207	Linda Snyder	124.96185	yes	6.94788	4.97320	41.12841	5.18762	65.89492	12.74145	56.57101	6.38403	6.66430	0.00000	9.81755	880-62-7909	married
2760	8.71349	Kenneth Chase	56.49050	Y	5.53999	2.52762	74.91734	8.91551	22.53876	4.18784	64.84726	8.63523	7.54833	0.00000	8.41292	279-83-7255	single
2761	9.10692	Wendy Miller	55.70729	yes	8.55240	10.98800	68.01451	5.68878	8.60488	5.51653	47.72670	5.27977	7.42991	0.00000	6.52970	441-87-8662	single
2762	7.54264	Katherine Barker	22.03385	no	7.09440	4.00864	39.36758	5.97972	59.72749	6.02580	61.75202	7.08196	7.35514	0.00000	7.19827	254-30-7535	separated
2763	4.76640	John Cox	78.85519	Y	6.69004	2.72594	90.61350	5.29084	53.01988	12.10558	63.71982	8.07136	7.22039	1.00000	9.72839	190-25-3287	married
2764	5.94066	Justin Smith	62.58309	yes	7.36746	6.19440	35.72528	6.72789	80.88744	11.89430	64.51005	7.91278	6.11846	1.00000	8.56529	417-81-8312	divoced
2765	6.65617	Jamie Martinez	72.43007	Y	8.42576	10.73265	45.77029	11.12724	91.72721	7.13002	60.17195	8.50558	9.32750	0.00000	4.74138	632-30-2790	divoced
2766	7.83192	Ronald Hernandez	62.80355	yes	6.41109	2.33919	49.02107	4.88418	47.02161	6.58014	32.53489	6.21511	5.85790	1.00000	5.19480	790-79-0531	single
2767	8.00227	Derek Phillips	-13.89334	no	7.63489	5.80102	62.44748	5.61738	43.42425	9.72941	43.20489	5.25548	7.80004	1.00000	7.87885	767-85-4969	divoced
2768	3.12958	Mercedes Cain	46.48470	no	8.70553	12.35672	70.19374	6.14250	6.50018	11.00695	44.49416	6.92563	5.77642	1.00000	9.76715	409-10-2958	single
2769	5.52082	Caroline Allen	82.67317	no	6.14032	4.33393	62.06917	6.38014	64.67879	5.48494	39.60090	7.78589	7.71460	1.00000	6.22774	215-14-8017	separated
2770	4.81650	Cory Ibarra	34.66077	no	6.76277	4.22893	49.73788	9.65714	51.41469	6.92324	52.03848	7.04464	7.58637	0.00000	7.76224	535-33-1308	separated
2771	8.98060	Matthew Davis	46.75750	no	5.22712	3.08497	75.10237	6.38094	20.80400	3.57593	59.70069	7.00024	6.60900	1.00000	7.32868	611-43-6371	single
2772	9.21981	Frances Hart	104.41241	no	7.03551	3.73582	56.32936	4.64725	15.03434	4.82722	63.39319	6.52800	6.56453	0.00000	6.55626	555-37-1708	married
2773	9.11157	Rhonda Sims	91.31956	no	6.44428	3.29659	79.57462	7.31399	11.43120	5.97499	44.60852	8.43123	6.40376	1.00000	5.17433	454-19-7857	nop
2774	4.07774	Amanda Stephens	39.60113	no	6.62770	3.90191	45.79313	6.79894	28.37480	10.94323	32.58279	7.55486	6.07703	1.00000	9.07556	329-20-4706	separated
2775	6.25813	Kathy Contreras	61.09261	no	6.94576	4.39443	47.99998	5.82954	85.35455	5.72370	71.28428	6.83758	9.84870	1.00000	6.38204	306-41-5939	married
2776	5.15054	Joshua Jackson	23.19180	no	5.92860	2.37478	38.00486	6.78009	71.19999	5.17029	44.66966	7.59884	6.35007	1.00000	6.47870	473-46-8675	divoced
2777	5.58967	Tyler Lewis	113.32315	yes	7.77149	5.71486	60.03109	7.33546	77.65676	7.86027	22.78147	8.56458	8.53942	0.00000	6.52358	168-16-5326	nop
2778	6.17611	Alexis Drake	81.19688	no	7.70637	6.93441	44.36858	5.34473	85.46086	6.46663	49.90709	6.85158	7.69029	1.00000	5.26355	154-15-2028	separated
2779	5.02675	Rebecca Robbins	37.86589	no	6.19286	1.65167	46.87499	5.69610	58.69063	9.63594	41.30298	6.68355	6.93674	1.00000	8.98426	888-11-8045	divoced
2780	7.81814	Ashley Pierce	86.53429	no	5.73798	3.26220	37.28574	4.12526	51.36083	6.88934	54.46965	6.60505	6.29295	1.00000	5.97641	569-52-0024	married
2781	6.62340	Jill Mason	96.41852	no	7.44348	4.78316	37.77944	10.53528	84.18901	5.91970	58.50387	7.35675	7.62466	0.00000	5.05831	168-38-4506	married
2782	8.93510	Christopher Moore	86.64487	no	8.20260	9.23167	82.85353	3.37655	10.35788	7.94107	66.76176	7.23235	7.38638	1.00000	4.18737	615-40-0495	nop
2783	4.96324	Ashley Erickson	1.12580	yes	8.16449	9.06309	45.92242	6.11541	57.45526	5.84536	59.50722	7.79705	4.90122	1.00000	8.09256	575-58-0344	divoced
2784	6.63310	Ian Perry	49.28018	no	6.61944	3.00472	62.51782	9.45812	83.19836	7.80639	36.91515	7.76760	7.82814	0.00000	4.86182	199-26-1741	divoced
2785	6.61708	Chelsea Lopez	65.41533	Y	7.46170	5.32241	48.65746	4.73349	88.07358	6.31151	56.07985	7.16376	6.65578	1.00000	6.64036	032-24-3909	widowed
2786	5.71430	Jason Cummings	46.08874	no	6.84406	5.02098	19.21195	7.12393	72.44485	4.65528	42.72193	6.37683	7.34146	1.00000	6.94956	497-07-8936	separated
2787	9.11233	Heather Hahn	99.61480	Y	8.76068	11.88751	26.08553	6.48823	9.09864	5.21756	38.90925	7.28906	9.31155	0.00000	4.93517	398-64-5714	divoced
2788	5.58129	Andrea Andrews	92.42022	Y	6.95583	2.86261	42.26143	7.25732	76.92864	8.38211	64.30466		6.71123	0.00000	6.45744	562-95-0740	divoced
2789	6.40464	Rachel Levine	28.85077	no	6.69430	2.47660	64.13094	7.74720	81.55536	8.55764	58.77570	7.63030	6.89522	0.00000	4.95089	701-57-5177	divoced
2790	6.40141	Shane Knight	82.97821	yes	7.16137	4.07655	37.11562	5.77608	88.55325	6.04975	64.11606	5.56755	8.22609	1.00000	5.45005	253-16-0532	widowed
2791	7.36608	Jeffrey Lee	43.11259	Y	7.29319	3.12247	62.52999	4.94451	62.98750	6.44000	42.31000	6.75319	6.74428	1.00000	5.70260	085-68-3713	married
2792	7.14851	Philip Lambert	102.39933	no	7.80067	6.71690	65.93361	4.65984	69.08836	6.97316	57.63627	8.10098	7.67407	1.00000	4.80467	365-58-5563	married
2793	7.14640	Leslie Peters	45.41984	no	6.67582	4.00963	53.12296	5.24594	66.53577	11.88768	57.32790	8.69219	8.17246	1.00000	8.78344	470-35-7625	divoced
2794	8.44804	William Jimenez	89.99539	no	6.54113	3.16715	38.26359	7.69265	29.55865	5.54810	76.80694	6.81937	7.18407	0.00000	6.15779	619-81-1907	married
2795	5.68415	Brad Kaiser	22.78229	yes	6.61273	3.24439	44.40621	5.77681	86.99464	10.18160	84.35216	6.47861	7.18119	1.00000	8.77731	106-91-5942	divoced
2796	6.77761	Susan Alvarez	111.69064	Y	6.40921	3.52693	38.31835	4.63515	84.03997	6.53599	69.17738	8.88818	6.76129	1.00000	8.19372	896-38-1952	divoced
2797	10.13537	Keith Fisher	61.16646	no	8.78889	12.90391	35.64298	4.11288	18.04832	7.54567	55.60627	7.42079	7.96679	1.00000	3.31677	159-96-8135	nop
2798	5.35312	Christine Barber	39.49844	no	6.67389	3.70236	56.96080	6.56863	69.68224	11.71213	39.93050	6.32434	7.60374	1.00000	8.83592	350-17-2708	divoced
2799	5.38457	Anthony Martin	110.82252	no	5.58070	1.62967	40.17025	6.60750	68.52688	5.45869	59.43471	6.69822	7.11675	1.00000	7.65060	670-81-8689	divoced
2800	5.30855	Adam Ortega	49.52302	yes	6.75089	2.42241	37.96860	10.41047	74.58759	6.81228	37.83629	7.06778	8.80608	1.00000	6.92133	559-51-7442	married
2801	8.24288	Elizabeth Jimenez	87.11447	yes	5.63223	0.67054	52.60018	4.99910	32.13421	6.33225	73.05632	6.00956	6.98674	0.00000	6.35636	671-40-5918	married
2802	6.14163	Nancy Jacobs	65.13710	Y	5.93259	1.53484	67.25002	4.89147	83.91573	6.41392	35.94726	6.44577	7.21307	1.00000	6.32049	131-84-6220	widowed
2803	8.48191	Jordan Greer	62.92891	Y	5.95230	3.02185	46.88672	3.84684	21.05935	6.90927	64.38052	6.44401	7.92285	0.00000	5.65012	574-92-3572	single
2804	2.01132	Aaron Henry	99.98341	Y	7.91088	6.39539	76.44362	8.50643	28.03410	4.47078	81.55506	7.79045	7.69585	1.00000	6.22380	196-62-9564	single
